conversation_id,user_id,anon_user_id,account_id,start_ts,end_ts,channel,session_status,abandonment_flag,abandonment_ts,abandonment_turn,abandonment_flow_node,dropoff_reason_code,total_turns,user_message_count,bot_message_count,avg_bot_latency_ms,fallback_count,initial_intent,top_intent,top_intent_conf,flow_id,flow_version,widget_version,widget_load_ms,device_type,browser,geo_country,client_error_count,transfer_requested_ts,transfer_completed_ts,time_to_agent_sec,kb_suggestion_shown,kb_article_clicked,csat_rating,predicted_abandon_prob,ingestion_ts
conv_894c04e6514d,,anon_78fb1cb38c,acct_1005,18:29.0,02:02.0,whatsapp,completed,FALSE,,,,,4,2,2,403.4,0,product_info,product_info,0.747,flow_38,v1.1,w1.1,738,mobile,Chrome,CA,0,,,,TRUE,FALSE,4,0.333,20:45.0
conv_02c21db4fca9,user_2124,anon_ee87e35105,,28:13.7,26:25.7,web_chat,escalated,FALSE,,,,,12,5,7,336.7,2,complaint,complaint,0.663,flow_20,v1.0,w2.0,830,desktop,Chrome,IN,0,51:22.7,,,FALSE,FALSE,,0.519,36:10.7
conv_e4881dfdcfee,user_2636,anon_633d9bfa60,acct_814,38:10.5,58:53.5,web_chat,completed,FALSE,,,,,6,4,2,264.4,0,product_info,product_info,0.64,flow_36,v1.1,w1.1,813,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.107,45:42.5
conv_d0a138affa8c,user_1810,anon_2b3f69a9a3,acct_1001,32:15.5,53:00.5,web_chat,escalated,FALSE,,,,,5,2,3,524.6,0,complaint,complaint,0.725,flow_6,v1.1,w1.1,587,mobile,Chrome,CA,0,59:49.5,01:50.5,121,TRUE,FALSE,,0.185,40:13.5
conv_13619c4d8035,,anon_8439286b9d,acct_847,48:51.0,,whatsapp,completed,FALSE,,,,,10,2,8,93.5,1,greeting,greeting,0.95,flow_19,v2.1,w1.1,977,desktop,Chrome,AU,0,,,,FALSE,FALSE,,0.494,50:44.0
conv_d798a18beb0b,user_1575,anon_5ae91ec00a,,24:36.4,17:56.4,whatsapp,timed_out,FALSE,,,,,5,2,3,416.8,0,greeting,greeting,0.715,flow_7,v2.0,w1.0,1168,desktop,Chrome,GB,0,,,,FALSE,FALSE,4,0.427,34:22.4
conv_d7ce15409e3b,user_1961,anon_2c04c9fb45,acct_173,30:06.9,18:41.9,web_chat,abandoned,TRUE,37:51.9,1,flow_node_36,FALLBACK,6,4,2,508,0,order_status,order_status,0.972,flow_9,v2.0,w2.0,892,desktop,Chrome,GB,0,,,,FALSE,FALSE,,0.133,38:48.9
conv_68b9ff3cb9a5,user_961,anon_bef009ac13,,57:40.4,45:44.4,web_chat,abandoned,TRUE,10:04.4,2,flow_node_76,USER_LEFT,8,3,5,171.5,0,complaint,complaint,0.842,flow_22,v1.1,w1.0,672,mobile,Firefox,DE,0,,,,FALSE,FALSE,5,0.265,02:22.4
conv_237bb1cd3dd6,user_2716,anon_272592692c,acct_387,50:05.6,18:57.6,bot,completed,FALSE,,,,,7,8,-1,498.1,0,product_info,product_info,0.915,flow_14,v1.0,w1.0,546,mobile,Chrome,SG,0,,,,FALSE,FALSE,3,0.156,57:03.6
conv_a7b35402a73b,,anon_bee4d8f8fa,,08:09.8,38:35.8,web_chat,abandoned,TRUE,16:51.8,6,flow_node_44,CLIENT_ERROR,11,1,10,346.5,0,complaint,complaint,0.509,flow_10,v1.0,w1.0,1240,tablet,Chrome,SG,1,,,,FALSE,FALSE,3,0.172,08:37.8
conv_4c5b4b6b282b,user_2726,anon_2f73e029de,,54:13.0,38:49.0,bot,completed,FALSE,,,,,4,3,1,50,0,password_reset,password_reset,0.793,flow_14,v2.1,w1.0,248,mobile,Chrome,IN,1,,,,TRUE,FALSE,1,0.288,00:14.0
conv_f3d7a439c1ce,user_2887,anon_e977faa917,acct_174,47:44.2,14:44.2,bot,completed,FALSE,,,,,8,2,6,299.2,1,greeting,greeting,0.708,flow_42,v1.1,w1.1,805,mobile,Safari,ZA,0,,,,FALSE,FALSE,5,0.456,50:58.2
conv_5638db624603,user_1509,anon_98c63c5776,acct_509,44:03.0,44:24.0,bot,completed,FALSE,,,,,6,1,5,391.5,0,greeting,greeting,0.919,flow_12,v1.0,w1.1,1019,mobile,Chrome,AU,1,,,,TRUE,TRUE,,0.536,49:12.0
conv_4507cd2609b1,user_1478,anon_41d6cc13e6,acct_1019,41:15.0,20:00.0,web_chat,escalated,FALSE,,,,,4,2,2,444.4,0,billing_query,billing_query,0.74,flow_49,v1.1,w1.0,950,tablet,Chrome,IN,0,02:29.0,10:45.0,496,FALSE,FALSE,1,0.593,47:59.0
conv_7e998f4609d8,user_651,anon_bd898a0113,acct_525,45:45.7,12:44.7,bot,abandoned,TRUE,11:04.7,9,flow_node_53,FALLBACK,3,1,2,836.7,0,return_request,return_request,0.905,flow_30,v2.0,w1.0,1470,mobile,Safari,CA,0,,,,FALSE,FALSE,,0.146,51:25.7
conv_2ad5188f32d0,user_596,anon_6a781b66a9,acct_112,37:22.7,06:31.7,bot,abandoned,TRUE,54:51.7,2,flow_node_83,TIMEOUT,6,3,3,305.4,0,product_info,product_info,0.932,flow_1,v1.1,w1.0,1088,desktop,Chrome,GB,1,,,,FALSE,FALSE,5,0.077,44:53.7
conv_c8bccbda9e17,user_2879,anon_966f976046,,54:07.7,27:30.7,whatsapp,completed,FALSE,,,,,4,2,2,272.7,0,product_info,product_info,0.832,flow_26,v1.0,w1.1,908,desktop,Chrome,SG,0,,,,TRUE,TRUE,5,0.278,59:01.7
conv_a5f9c0cd858c,user_152,anon_48620f8ae2,acct_40,10:01.7,21:19.7,web_chat,completed,FALSE,,,,,6,2,4,202.2,0,return_request,return_request,0.666,flow_47,v2.0,w1.1,339,mobile,Chrome,ZA,1,,,,TRUE,TRUE,,0.59,11:04.7
conv_d72912a35b66,user_1471,anon_b68c595135,acct_740,37:35.0,36:12.0,web_chat,escalated,FALSE,,,,,7,6,1,411.4,1,greeting,greeting,0.914,flow_22,v1.0,w1.0,1411,desktop,Chrome,ZA,0,46:48.0,,,FALSE,FALSE,,0.392,44:06.0
conv_bb48def999a3,user_1612,anon_128556aa15,,59:05.5,43:58.5,web_chat,abandoned,TRUE,24:18.5,8,flow_node_93,USER_LEFT,6,4,2,488.9,0,order_status,order_status,0.826,flow_7,v1.0,w1.1,1215,mobile,Chrome,ZA,0,,,,TRUE,TRUE,,0.307,08:17.5
conv_7baa2a122566,user_2980,anon_9989ca437c,,55:32.0,39:30.0,whatsapp,abandoned,TRUE,03:14.0,5,flow_node_15,TIMEOUT,8,2,6,165.7,1,product_info,product_info,0.644,flow_16,v1.1,w1.0,1463,desktop,Chrome,DE,0,,,,FALSE,FALSE,4,0.647,59:30.0
conv_4c94307ed81b,user_2133,anon_30e3d4e2f1,,01:32.7,31:37.7,whatsapp,completed,FALSE,,,,,10,1,9,240.5,0,greeting,greeting,0.785,flow_11,v1.0,w1.0,622,mobile,Chrome,BR,0,,,,FALSE,FALSE,1,0.633,05:58.7
conv_33298c42d8cb,user_845,anon_f831deed5a,acct_548,28:15.2,00:31.2,web_chat,timed_out,FALSE,,,,,7,3,4,500.4,0,product_info,product_info,0.496,flow_47,v1.1,w1.0,657,mobile,Chrome,US,0,,,,FALSE,FALSE,2,0.488,37:22.2
conv_5fee5a0a150e,user_2515,anon_1fbc3d13e7,acct_1183,34:15.8,59:44.8,web_chat,escalated,FALSE,,,,,5,2,3,394.4,0,product_info,product_info,0.959,flow_17,v2.1,w1.1,370,mobile,Chrome,AU,0,44:28.8,47:59.8,211,FALSE,FALSE,,0.269,41:43.8
conv_8a64b15e5fb1,user_2585,anon_7b9cad6dcc,,25:43.3,33:53.3,web_chat,abandoned,TRUE,30:23.3,9,flow_node_88,FALLBACK,6,2,4,50,0,product_info,product_info,0.657,flow_7,v1.0,w1.0,146,desktop,Chrome,GB,0,,,,TRUE,TRUE,,0.298,34:20.3
conv_55600081f18f,user_1117,anon_046852e629,,53:59.8,13:35.8,whatsapp,completed,FALSE,,,,,14,4,10,50,0,return_request,return_request,0.799,flow_33,v2.1,w2.0,174,mobile,Firefox,IN,0,,,,FALSE,FALSE,3,0.079,02:21.8
conv_26cfd3109b60,user_1274,anon_d6ba5120cd,acct_528,05:37.5,06:09.5,bot,abandoned,TRUE,06:44.5,8,flow_node_75,FALLBACK,7,2,5,342.1,0,billing_query,billing_query,0.613,flow_15,v1.0,w1.1,642,mobile,Firefox,AU,0,,,,TRUE,FALSE,,0.312,07:14.5
conv_15da4ad88dec,user_2680,anon_c262eefab3,acct_925,32:38.4,18:37.4,web_chat,abandoned,TRUE,55:09.4,7,flow_node_100,FALLBACK,4,7,-3,50,2,return_request,return_request,0.961,flow_8,v2.0,w1.1,670,desktop,Edge,SG,0,,,,FALSE,FALSE,1,0.355,39:56.4
conv_6ec8ad391d37,user_155,anon_2fc065e81a,acct_735,20:00.7,50:44.7,web_chat,completed,FALSE,,,,,9,2,7,348.8,0,return_request,return_request,0.439,flow_5,v1.1,w2.1,1004,desktop,Chrome,ZA,0,,,,TRUE,TRUE,5,0.516,24:58.7
conv_1682919027ce,user_323,anon_cde68737b6,acct_648,23:21.2,59:37.2,web_chat,completed,FALSE,,,,,8,4,4,524.7,1,complaint,complaint,0.611,flow_25,v3.0,w2.0,64,desktop,Chrome,GB,0,,,,TRUE,TRUE,4,0.24,30:12.2
conv_ba9ad21244f6,user_1109,anon_cbbc9723dd,acct_257,07:56.8,46:04.8,whatsapp,completed,FALSE,,,,,9,4,5,427.3,1,return_request,return_request,0.908,flow_50,v1.1,w1.1,1184,desktop,Firefox,AU,0,,,,FALSE,FALSE,,0.422,10:39.8
conv_62ad96e01783,user_1661,anon_50c131e172,acct_458,54:38.2,31:03.2,whatsapp,completed,FALSE,,,,,6,7,-1,318.4,2,return_request,return_request,0.869,flow_36,v1.0,w1.1,1450,desktop,Chrome,ZA,0,,,,FALSE,FALSE,3,0.174,56:47.2
conv_da310ecaa670,user_1982,anon_855a343680,,09:36.1,45:35.1,bot,abandoned,TRUE,20:19.1,1,flow_node_32,LONG_QUEUE_WAIT,9,5,4,298.7,0,product_info,product_info,0.78,flow_36,v1.0,w1.0,105,mobile,Chrome,AU,0,,,,FALSE,FALSE,,0.163,19:15.1
conv_b67b75cd94dc,user_2094,anon_7d0e44b311,acct_1065,01:17.4,27:22.4,web_chat,completed,FALSE,,,,,6,2,4,364.4,0,order_status,order_status,0.685,flow_44,v2.0,w1.1,700,mobile,Edge,IN,0,,,,TRUE,TRUE,2,0.278,02:53.4
conv_b6f26e6701c3,user_807,anon_b3745554a7,,27:44.2,49:49.2,sms,abandoned,TRUE,49:11.2,2,flow_node_45,CLIENT_ERROR,8,3,5,340.3,0,password_reset,password_reset,0.733,flow_44,v2.0,w1.1,650,desktop,Edge,IN,0,,,,TRUE,TRUE,,0.407,36:14.2
conv_ea0abbb24959,user_2897,anon_9198e5a424,,15:06.1,39:28.1,web_chat,abandoned,TRUE,45:05.1,8,flow_node_41,USER_LEFT,6,2,4,451.2,0,billing_query,billing_query,0.714,flow_39,v2.0,w1.0,179,mobile,Chrome,IN,0,,,,FALSE,FALSE,4,0.362,23:18.1
conv_8295d10dbecb,,anon_68f9b1d50e,,07:35.1,18:30.1,whatsapp,completed,FALSE,,,,,11,2,9,118.1,0,order_status,order_status,0.581,flow_19,v2.1,w1.0,461,desktop,Firefox,IN,0,,,,TRUE,FALSE,5,0.661,10:53.1
conv_94686cff9fd8,user_2425,anon_1152797ada,acct_755,41:24.9,39:27.9,web_chat,completed,FALSE,,,,,7,2,5,121.9,0,complaint,complaint,0.699,flow_20,v2.0,w1.0,61,desktop,Safari,AU,0,,,,FALSE,FALSE,5,0.159,48:03.9
conv_441b3da7f9f9,,anon_35239f4519,acct_369,11:48.9,23:52.9,bot,timed_out,FALSE,,,,,8,2,6,251.8,0,password_reset,password_reset,0.67,flow_39,v1.0,w2.0,778,desktop,Edge,ZA,0,,,,FALSE,FALSE,4,0.264,12:08.9
conv_6cb1ba42ec6f,user_1967,anon_4418b93675,,40:19.6,,whatsapp,abandoned,TRUE,57:48.6,6,flow_node_80,CLIENT_ERROR,4,2,2,115.4,0,complaint,complaint,0.655,flow_29,v1.0,w1.0,876,desktop,Chrome,BR,1,,,,FALSE,FALSE,1,0.204,45:53.6
conv_c661377148ce,user_326,anon_1430661ebb,acct_565,34:41.3,46:21.3,whatsapp,completed,FALSE,,,,,4,1,3,194.6,0,order_status,order_status,0.752,flow_15,v1.1,w1.0,1142,desktop,Firefox,US,0,,,,FALSE,FALSE,3,0.231,38:49.3
conv_1240f9ca328a,user_1929,anon_c627ec5951,acct_1149,42:28.0,37:00.0,bot,timed_out,FALSE,,,,,5,5,0,66.5,0,billing_query,billing_query,0.578,flow_40,v1.0,w2.0,609,desktop,Chrome,GB,0,,,,TRUE,FALSE,,0.071,42:31.0
conv_38ac0852f899,user_2642,anon_f7f678b7fb,acct_414,54:20.3,56:37.3,web_chat,completed,FALSE,,,,,8,5,3,378.7,2,product_info,product_info,0.39,flow_35,v2.0,w2.0,1356,desktop,Chrome,IN,0,,,,TRUE,TRUE,4,0.327,03:37.3
conv_8bb1bdf1b182,user_2968,anon_c2cb675716,acct_913,12:24.3,26:43.3,web_chat,timed_out,FALSE,,,,,10,4,6,81.3,0,return_request,return_request,0.884,flow_28,v1.1,w1.0,613,mobile,Chrome,AE,0,,,,FALSE,FALSE,,0.238,13:30.3
conv_8df10176da3c,user_631,anon_0dbeb2a94d,acct_1122,43:32.1,50:08.1,bot,completed,FALSE,,,,,7,4,3,195.9,1,billing_query,billing_query,0.776,flow_35,v1.1,w1.0,794,desktop,Chrome,BR,0,,,,FALSE,FALSE,5,0.214,45:00.1
conv_46799f57faa0,user_1813,anon_a7e2836492,,43:52.9,35:05.9,web_chat,completed,FALSE,,,,,6,4,2,153,0,order_status,order_status,0.738,flow_37,v2.1,w1.0,698,tablet,Safari,US,0,,,,FALSE,FALSE,5,0.241,44:06.9
conv_78db63a40066,user_2139,anon_fb40b76348,acct_1111,37:06.6,41:48.6,web_chat,completed,FALSE,,,,,8,2,6,297,1,greeting,greeting,0.456,flow_31,v1.0,w1.1,105,desktop,Chrome,CA,0,,,,FALSE,FALSE,3,0.398,37:30.6
conv_e419deeb2aa8,user_641,anon_13b36009e9,,37:27.0,18:37.0,web_chat,completed,FALSE,,,,,9,1,8,544.5,0,complaint,complaint,0.725,flow_33,v1.0,w1.1,719,desktop,Chrome,AU,0,,,,FALSE,FALSE,5,0.383,38:00.0
conv_7322ca11065e,user_46,anon_c6ab5ec437,acct_832,31:37.3,05:30.3,whatsapp,completed,FALSE,,,,,7,3,4,188.1,0,complaint,complaint,0.696,flow_12,v2.0,w1.0,1533,desktop,Firefox,AU,0,,,,FALSE,FALSE,1,0.518,39:51.3
conv_768f49d23ebb,,anon_fc5a4fc3b7,acct_565,32:20.8,13:26.8,web_chat,abandoned,TRUE,38:59.8,10,flow_node_14,USER_LEFT,11,1,10,50,0,billing_query,billing_query,0.827,flow_1,v1.0,w1.1,191,desktop,Safari,US,0,,,,TRUE,TRUE,3,0.037,40:23.8
conv_2bb81c7d252b,,anon_c45e7309e5,acct_868,06:11.2,09:57.2,web_chat,escalated,FALSE,,,,,6,3,3,218.4,0,greeting,greeting,0.419,flow_16,v1.1,w2.0,1216,mobile,Safari,AE,0,09:45.2,11:20.2,95,FALSE,FALSE,5,0.445,15:25.2
conv_73b1e506d23d,,anon_47239288b1,acct_1058,52:35.9,11:14.9,web_chat,completed,FALSE,,,,,4,4,0,414.5,0,greeting,greeting,0.885,flow_5,v1.1,w2.0,1339,desktop,Chrome,IN,0,,,,FALSE,FALSE,1,0.508,56:38.9
conv_a0c94e6deb07,user_1184,anon_147e21b476,acct_83,23:14.2,14:13.2,web_chat,completed,FALSE,,,,,4,1,3,581.8,0,product_info,product_info,0.625,flow_24,v2.1,w2.0,591,mobile,Edge,ZA,0,,,,TRUE,TRUE,5,0.245,25:14.2
conv_bc5686036064,user_1958,anon_44112ec95c,acct_1119,16:37.1,31:56.1,bot,completed,FALSE,,,,,6,2,4,50,0,greeting,greeting,0.553,flow_40,v1.0,w1.0,512,desktop,Firefox,SG,0,,,,FALSE,FALSE,,0.305,25:28.1
conv_47dc405175eb,user_991,anon_a46456dcd8,acct_396,37:06.6,43:32.6,sms,completed,FALSE,,,,,7,4,3,134.7,1,return_request,return_request,0.434,flow_26,v3.0,w1.1,1586,desktop,Edge,US,0,,,,FALSE,FALSE,,0.613,39:47.6
conv_c447fbc02d42,user_2205,anon_455f6ebb34,,03:09.2,58:56.2,whatsapp,abandoned,TRUE,29:25.2,9,flow_node_82,TIMEOUT,8,2,6,353.7,0,billing_query,billing_query,0.816,flow_25,v2.1,w1.0,1207,mobile,Chrome,AU,0,,,,FALSE,FALSE,1,0.266,10:08.2
conv_6db1e4991893,user_1477,anon_3a4c718b39,acct_195,11:46.4,52:41.4,web_chat,completed,FALSE,,,,,10,1,9,59.5,0,product_info,product_info,0.683,flow_38,v1.0,w1.1,975,mobile,Chrome,GB,1,,,,TRUE,FALSE,,0.476,15:15.4
conv_568069c2a59c,,anon_c697ad800d,acct_1045,20:31.5,04:56.5,bot,abandoned,TRUE,31:42.5,4,flow_node_85,CLIENT_ERROR,7,1,6,264.5,0,product_info,product_info,0.633,flow_34,v1.1,w2.0,765,mobile,Edge,SG,0,,,,FALSE,FALSE,,0.171,28:40.5
conv_b145555d99a2,user_1757,anon_a7ad23d526,acct_939,05:10.1,56:57.1,whatsapp,completed,FALSE,,,,,6,3,3,50,1,billing_query,billing_query,0.743,flow_29,v1.0,w2.0,155,desktop,Chrome,CA,0,,,,FALSE,FALSE,4,0.149,09:27.1
conv_05c250349915,,anon_820a150cd1,,09:16.8,07:00.8,web_chat,completed,FALSE,,,,,7,1,6,251.9,0,billing_query,billing_query,0.731,flow_29,v2.0,w1.0,1045,mobile,Firefox,BR,0,,,,FALSE,FALSE,5,0.282,10:29.8
conv_93b42dfaeeed,user_1521,anon_c82bd77b7a,acct_651,50:29.8,43:46.8,bot,abandoned,TRUE,03:55.8,3,flow_node_5,TIMEOUT,7,3,4,361.7,0,greeting,greeting,0.336,flow_21,v2.0,w1.0,793,tablet,Firefox,SG,0,,,,TRUE,FALSE,3,0.159,59:42.8
conv_b912274bea37,,anon_212098ccfa,,10:30.4,55:38.4,bot,completed,FALSE,,,,,6,3,3,515,1,complaint,complaint,0.769,flow_24,v1.0,w1.0,687,mobile,Chrome,AU,0,,,,FALSE,FALSE,,0.33,18:47.4
conv_7b95309f4340,user_250,anon_c1bd3fb39e,acct_1146,56:55.4,08:30.4,whatsapp,completed,FALSE,,,,,7,3,4,50,1,greeting,greeting,0.401,flow_4,v3.0,w1.1,1856,desktop,Chrome,IN,0,,,,TRUE,FALSE,3,0.311,57:44.4
conv_e750cf23ffbb,user_2096,anon_2852673362,,59:14.7,,whatsapp,abandoned,TRUE,11:39.7,5,flow_node_40,LONG_BOT_LATENCY,7,2,5,396.3,0,password_reset,password_reset,0.693,flow_19,v2.0,w1.0,1663,mobile,Other,SG,0,,,,FALSE,FALSE,5,0.386,02:47.7
conv_62cfae637d61,user_1068,anon_4ff82c3099,,10:01.1,04:39.1,web_chat,completed,FALSE,,,,,5,4,1,536.4,0,order_status,order_status,0.789,flow_18,v2.1,w1.1,254,mobile,Edge,IN,0,,,,TRUE,TRUE,,0.329,13:09.1
conv_9cd88d5eb026,,anon_d34a29d56f,acct_859,32:48.8,10:07.8,web_chat,completed,FALSE,,,,,7,1,6,375,0,complaint,complaint,0.865,flow_26,v1.0,w1.0,1115,mobile,Safari,BR,0,,,,FALSE,FALSE,,0.149,35:59.8
conv_0cffdbabb0c2,user_569,anon_7139a61d97,acct_991,26:22.8,13:42.8,whatsapp,abandoned,TRUE,46:57.8,4,flow_node_99,FALLBACK,4,5,-1,313.2,2,billing_query,billing_query,0.903,flow_41,v1.0,w1.1,1445,desktop,Chrome,DE,0,,,,FALSE,FALSE,2,0.155,31:48.8
conv_c58e58986936,user_1241,anon_65932fdcb1,acct_565,41:43.5,39:42.5,web_chat,completed,FALSE,,,,,4,1,3,223.2,0,complaint,complaint,0.753,flow_11,v2.0,w2.1,792,desktop,Chrome,US,0,,,,FALSE,FALSE,2,0.282,42:41.5
conv_f17ccaef4c83,user_346,anon_025e6cbe98,,02:26.3,40:31.3,web_chat,abandoned,TRUE,10:33.3,10,flow_node_24,TIMEOUT,10,2,8,50,0,password_reset,password_reset,0.835,flow_46,v1.0,w1.0,452,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.296,11:14.3
conv_9012806b48d0,user_1008,anon_243f9d829f,acct_365,45:54.7,22:51.7,bot,abandoned,TRUE,01:16.7,2,flow_node_87,TIMEOUT,6,4,2,50,0,product_info,product_info,0.73,flow_32,v1.1,w1.1,767,desktop,Chrome,IN,0,,,,FALSE,FALSE,,0.213,47:25.7
conv_f3855485a5fd,user_363,anon_91826b3005,acct_151,55:23.3,00:52.3,bot,abandoned,TRUE,14:42.3,6,flow_node_33,LONG_BOT_LATENCY,3,1,2,411.6,0,order_status,order_status,0.648,flow_39,v2.1,w1.0,1042,mobile,Chrome,GB,0,,,,FALSE,FALSE,,0.442,58:47.3
conv_3e12dbfb769f,user_2500,anon_f5281adf7d,acct_144,32:03.5,25:37.5,web_chat,escalated,FALSE,,,,,8,2,6,204,0,complaint,complaint,0.932,flow_49,v2.0,w1.1,182,mobile,Chrome,SG,0,00:04.5,,,FALSE,FALSE,4,0.251,36:00.5
conv_d4d69195775c,user_1434,anon_cc08826ff4,acct_201,37:06.2,44:03.2,bot,abandoned,TRUE,37:26.2,7,flow_node_30,LONG_QUEUE_WAIT,4,5,-1,432,0,password_reset,password_reset,0.534,flow_10,v1.1,w1.0,1607,mobile,Chrome,GB,0,,,,TRUE,FALSE,,0.16,39:40.2
conv_d5a577fc5532,user_33,anon_237f9d61bc,acct_3,40:55.1,10:16.1,bot,completed,FALSE,,,,,6,1,5,50,0,product_info,product_info,0.956,flow_24,v2.1,w1.0,1050,mobile,Safari,AU,0,,,,FALSE,FALSE,2,0.471,43:40.1
conv_1f08757ce27b,user_914,anon_590d79d6de,,05:27.1,30:44.1,whatsapp,completed,FALSE,,,,,7,2,5,421.9,1,product_info,product_info,0.577,flow_30,v1.0,w1.1,213,desktop,Firefox,GB,0,,,,TRUE,FALSE,,0.556,13:34.1
conv_1dbf3b329631,,anon_22711ecbc3,acct_987,35:40.8,51:29.8,web_chat,escalated,FALSE,,,,,12,1,11,102.9,0,complaint,complaint,0.56,flow_46,v3.0,w2.0,1180,mobile,Chrome,ZA,0,04:41.8,06:01.8,80,FALSE,FALSE,,0.604,40:05.8
conv_78a72be1b265,user_1470,anon_1cc117a435,acct_92,58:10.8,41:30.8,web_chat,completed,FALSE,,,,,7,2,5,281.3,1,complaint,complaint,0.936,flow_7,v1.0,w1.0,764,desktop,Chrome,AU,0,,,,FALSE,FALSE,2,0.364,03:09.8
conv_83d668ef53ee,user_1322,anon_54529645c8,acct_81,00:59.5,52:33.5,web_chat,abandoned,TRUE,18:41.5,6,flow_node_54,LONG_BOT_LATENCY,8,1,7,211.6,0,return_request,return_request,0.826,flow_29,v1.0,w1.0,1211,mobile,Chrome,DE,1,,,,FALSE,FALSE,,0.298,07:18.5
conv_1d607b8ceaf8,user_2473,anon_a2d3aeb31c,,00:09.0,15:46.0,web_chat,abandoned,TRUE,15:48.0,1,flow_node_18,TIMEOUT,7,3,4,501.1,0,product_info,product_info,0.714,flow_28,v1.1,w1.0,825,mobile,Chrome,DE,0,,,,FALSE,FALSE,3,0.249,04:41.0
conv_5d54f205e813,user_803,anon_84ed4c8fe0,,42:20.3,26:22.3,web_chat,abandoned,TRUE,44:16.3,8,flow_node_82,LONG_QUEUE_WAIT,12,4,8,394.5,0,password_reset,password_reset,0.93,flow_16,v1.1,w1.0,1545,desktop,Chrome,IN,0,,,,FALSE,FALSE,2,0.405,48:19.3
conv_4d7e43ca7814,user_742,anon_3d9321de2f,acct_366,18:06.6,32:52.6,web_chat,abandoned,TRUE,20:43.6,6,flow_node_26,FALLBACK,6,1,5,50,0,greeting,greeting,0.744,flow_46,v2.0,w1.1,732,mobile,Safari,GB,0,,,,FALSE,FALSE,,0.273,22:57.6
conv_77c5cbc207b6,user_2894,anon_1ded3fcb89,acct_825,47:29.9,26:28.9,web_chat,abandoned,TRUE,03:13.9,9,flow_node_85,FALLBACK,10,2,8,50,1,billing_query,billing_query,0.465,flow_11,v1.1,w1.1,1475,tablet,Edge,US,0,,,,FALSE,FALSE,4,0.397,52:19.9
conv_9158dd69df73,user_1330,anon_8732ea0b7b,acct_467,38:57.0,48:14.0,bot,abandoned,TRUE,48:33.0,3,flow_node_8,USER_LEFT,7,4,3,661,0,billing_query,billing_query,0.649,flow_11,v1.0,w1.0,646,desktop,Chrome,US,0,,,,TRUE,FALSE,,0.346,47:11.0
conv_d0c07ad5f124,,anon_5242c3d963,,21:28.7,21:23.7,web_chat,escalated,FALSE,,,,,13,1,12,348.6,1,billing_query,billing_query,0.937,flow_23,v1.1,w1.1,791,desktop,Firefox,BR,0,35:13.7,37:15.7,122,FALSE,FALSE,,0.48,24:13.7
conv_c7adca131f95,user_2605,anon_afe091cc17,acct_1045,31:44.0,49:48.0,whatsapp,abandoned,TRUE,43:38.0,6,flow_node_88,LONG_QUEUE_WAIT,3,2,1,303.2,0,return_request,return_request,0.819,flow_45,v1.1,w2.1,857,mobile,Chrome,SG,0,,,,TRUE,FALSE,2,0.417,39:19.0
conv_e581bfbd4187,user_1204,anon_ae36baffab,,52:22.8,51:28.8,whatsapp,completed,FALSE,,,,,6,3,3,131.4,0,order_status,order_status,0.917,flow_22,v1.0,w1.1,224,desktop,Chrome,GB,0,,,,FALSE,FALSE,4,0.337,01:14.8
conv_47dfe7e01fee,,anon_59a37080fd,acct_1191,49:06.8,19:10.8,web_chat,completed,FALSE,,,,,4,1,3,192.5,0,order_status,order_status,0.865,flow_37,v2.0,w2.0,259,mobile,Safari,CA,0,,,,FALSE,FALSE,,0.282,57:33.8
conv_b31a8aac6c70,user_711,anon_9865000b93,acct_1150,40:31.9,35:03.9,bot,abandoned,TRUE,02:44.9,6,flow_node_93,CLIENT_ERROR,7,3,4,436.7,0,billing_query,billing_query,0.269,flow_45,v2.1,w1.0,412,mobile,Chrome,AU,1,,,,FALSE,FALSE,4,0.297,43:30.9
conv_f6abbe5cc1a1,,anon_f5531f2faa,,28:19.9,48:52.9,whatsapp,escalated,FALSE,,,,,5,2,3,308.7,0,order_status,order_status,0.324,flow_12,v2.1,w1.1,56,desktop,Safari,US,0,53:09.9,01:39.9,510,TRUE,TRUE,2,0.216,33:17.9
conv_1cea30b444f0,,anon_729145cba9,,56:45.2,10:00.2,web_chat,completed,FALSE,,,,,6,1,5,219.1,1,return_request,return_request,0.498,flow_48,v3.0,w1.0,447,desktop,Chrome,GB,0,,,,FALSE,FALSE,5,0.421,01:35.2
conv_2249d0715fc0,user_1011,anon_94b9a98263,,30:25.2,51:35.2,bot,completed,FALSE,,,,,10,1,9,50,0,billing_query,billing_query,0.833,flow_5,v1.1,w1.1,398,desktop,Chrome,SG,0,,,,FALSE,FALSE,1,0.371,37:54.2
conv_cf82cb9b5f68,user_1699,anon_579de2e31d,acct_526,19:49.6,22:25.6,web_chat,timed_out,FALSE,,,,,8,2,6,309.7,1,billing_query,billing_query,0.933,flow_35,v1.0,w1.0,842,mobile,Firefox,US,0,,,,FALSE,FALSE,4,0.423,27:40.6
conv_5c07b3b315b5,user_194,anon_482290a741,,29:18.0,05:54.0,whatsapp,completed,FALSE,,,,,14,4,10,176.9,1,complaint,complaint,0.829,flow_11,v1.1,w1.1,839,mobile,Other,IN,0,,,,FALSE,FALSE,2,0.565,30:36.0
